Main_ID,RAdeg,DEdeg,PosErr,Pos_ref,Spectype,Spectype_ref,Class,Compact,Mx,Mx_err,Mx_ref,Mo,Mo_err,Mo_ref,Period,Period_err,Period_ref,Superorbital Period,Superorbital Period_err,Superorbital Period_ref,Eccentricity,Eccentricity_err,Eccentricity_ref,Spin_period,Spin_period_err,Spin_period_ref,RV,RV_err,RV_ref,Distance,Distance_err_lo,Distance_err_up,IGR_var,Swift_var,XMM_var,Chandra_var,Var,best_ID,AGILE_ID,AGILE_RA,AGILE_Dec,AGILE_err,AGILE_ref,HEAO_ID,HEAO_RA,HEAO_Dec,HEAO_err,HEAO_ref,UHURU4_ID,UHURU4_RA,UHURU4_Dec,UHURU4_err,UHURU4_ref,ARIEL3_ID,ARIEL3_RA,ARIEL3_Dec,ARIEL3_err,ARIEL3_ref,IGR_ID,IGR_RA,IGR_Dec,IGR_err,IGR_ref,2E_ID,2E_RA,2E_Dec,2E_err,2E_ref,ROSAT_ID,ROSAT_RA,ROSAT_Dec,ROSAT_err,ROSAT_ref,ROSATF_ID,ROSATF_RA,ROSATF_Dec,ROSATF_err,ROSATF_ref,FERMI_ID,FERMI_RA,FERMI_Dec,FERMI_err,FERMI_ref,SAX_ID,SAX_RA,SAX_Dec,SAX_err,SAX_ref,Swift_ID,Swift_RA,Swift_Dec,Swift_err,Swift_ref,XMM_ID,XMM_RA,XMM_Dec,XMM_err,XMM_ref,Chandra_ID,Chandra_RA,Chandra_Dec,Chandra_err,Chandra_ref,2MASS_ID,2MASS_RA,2MASS_Dec,2MASS_err,2MASS_ref,Gaia_ID,Gaia_RA,Gaia_Dec,Gaia_err,Gaia_ref
Vela X-1,135.528558797508,-40.5546529611755,3.0167237855494E-09,,B0.5Iae-1b,1978mcts.book.....H,sg,NS,2.12,0.16,2015A&A...577A.130F,26,1,2015A&A...577A.130F,8.96302,0.00045,1997MNRAS.286L..21S,,,,0.107,0.079,1997MNRAS.286L..21S,283,,1976ApJ...206L..99M,-3.2,0.9,1997MNRAS.286L..21S,1960,-52,57,,2.29337096214294,1,,Y,Gaia DR3 5620657678322625920,,,,,,1H0859-403,135.4734,-40.5577,0.0667692446822459,,,,,,,3A 0900-403,135.5335,-40.5579,0,,Vela X-1,135.529,-40.555,0.00283333336313566,,,,,,,1WGA J0902.1-4033,135.5292,-40.5534,0.00361111111111111,,,,,,,,,,,,Vela X-1,135.519,-40.53,0.026666667064031,,2SXPS J090206.6-403315,135.52764,-40.55439,0.000972222222222222,,4XMM J090206.9-403316,135.528763,-40.554697,0.000127164166666667,,,,,,,2MASS J09020686-4033168,135.528591,-40.554676,1.66666662941376E-05,,5.62065767832263E+018,135.528558797508,-40.5546529611755,3.0167237855494E-09,
MAXI J0903-531,136.278404434914,-53.5054130837487,2.70179265903102E-09,,B1.5-2 III-Ve,2021ATel14564....1M,Be,NS,,,,,,,3.84,,2021ATel14564....1M,,,,,,,14.055,0.001,2021ATel14559....1R,,,,10808,-1292,1335,,,,,,Gaia DR3 5311384333263075840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4FGL J0906.2-5337,136.5518,-53.6232,0.033612,,,,,,,,,,,,,,,,,,,,,,2MASS J09050682-5330195,136.278433,-53.505417,1.66666662941376E-05,,5.31138433326308E+018,136.278404434914,-53.5054130837487,2.70179265903102E-09,
GRO J1008-57,152.445644537043,-58.2932074753388,3.23735151646866E-09,,B0e,1994MNRAS.270L..57C,Be,NS,,,,17.5,,1996MNRAS.280L..31P,247.8,0.4,2007MNRAS.378.1427C,,,,0.68,0.02,2007MNRAS.378.1427C,93.587,0.005,1993IAUC.5836....1S,,,,3536,-152,148,Y,17.8968257904053,,1,Y,Gaia DR3 5258414192353423360,,,,,,,,,,,,,,,,,,,,,GRO J1008-57,152.442,-58.292,0.00699999978144964,,,,,,,1WGA J1009.7-5817,152.4433,-58.2918,0.00361111111111111,,,,,,,,,,,,GRO J1008-57,152.451,-58.307,0.0383333325386047,,2SXPS J100946.9-581735,152.44575,-58.29324,0.000388888882266151,,,,,,,2CXO J100946.9-581736,152.445729359781,-58.2934105965886,0.000197316306292982,,2MASS J10094697-5817355,152.445744,-58.293198,1.94444445272287E-05,,5.25841419235342E+018,152.445644537043,-58.2932074753388,3.23735151646866E-09,
IGR J10101-5654,152.549415991497,-56.9255424703239,1.90679480632146E-08,,B0.5Ve,2022MNRAS.517.3034B,Be,,,,,,,,,,,,,,,,,,,,,,,4474,-1171,1094,Y,0.998319327831268,,0,Y,Gaia DR3 5259009543533179648,,,,,,,,,,,,,,,,,,,,,IGR J10101-5654,152.549,-56.926,0.0366666674613953,,,,,,,,,,,,,,,,,,,,,,IGR J10101-5654,152.548,-56.928,0.0566666682561239,,2SXPS J101012.0-565534,152.5502,-56.92631,0.000972222222222222,,,,,,,2CXO J101011.8-565532,152.549423681703,-56.9255610204717,0.000200300828395323,,2MASS J10101186-5655320,152.549443,-56.925571,1.66666662941376E-05,,5.25900954353318E+018,152.549415991497,-56.9255424703239,1.90679480632146E-08,
1FGL J1018.6-5856,154.731559268172,-58.946094208563,2.59599182754755E-09,,O6V,2015ApJ...813L..26S,"$\gamma$\,Be",,2,,2022MNRAS.515.1078V,22.9,,2022MNRAS.515.1078V,16.5507,0.0004,2022MNRAS.515.1078V,,,,0.531,0.033,2022MNRAS.515.1078V,,,,55.3,13.1,2022MNRAS.515.1078V,4324,-204,209,,2.24453783035278,1,1,Y,Gaia DR3 5255509901121774976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4FGL J1018.9-5856,154.7417,-58.9433,0.007462,,,,,,,2SXPS J101855.6-585646,154.73179,-58.94613,0.00033333334657881,,4XMM J101855.5-585646,154.73161,-58.946143,5.65566666666667E-05,,2CXO J101855.6-585645,154.731680874154,-58.9460896268971,0.000197247951421204,,2MASS J10185560-5856459,154.731685,-58.946098,1.66666662941376E-05,,5.25550990112177E+018,154.731559268172,-58.946094208563,2.59599182754755E-09,
4U 1036-56,159.39717,-56.798859,1.66666662941376E-05,,B0III-Ve,1997A&A...323..853M,Be,NS,,,,17.5,,1996MNRAS.280L..31P,60.9,,2018MNRAS.481.2779S,,,,,,,860,2,1999MNRAS.306..100R,,,,,,,Y,0.999836564064026,1,,Y,2MASS J10373532-5647558,,,,,,,,,,,,,,,,,,,,,4U 1036-56,159.391,-56.799,0.0194999992847443,,,,,,,,,,,,,,,,,,,,,,4U 1036-56,159.397,-56.791,0.0400000015894572,,2SXPS J103735.5-564754,159.39793,-56.79848,0.000972222222222222,,4XMM J103735.2-564756,159.397081,-56.799061,0.000201313888888889,,,,,,,2MASS J10373532-5647558,159.39717,-56.798859,1.66666662941376E-05,,0,,,,
HD 96670,166.80799982117,-59.8730981739242,6.41214350859324E-09,,O7V(f)n,1993ApJS...87..197G,Be,BH,6.2,0.9,2021ApJ...913...48G,22.7,5.2,2021ApJ...913...48G,5.28388,0.00046,2021ApJ...913...48G,,,,0.12,0.01,2021ApJ...913...48G,,,,-27.5,0.02,2021ApJ...913...48G,3131,-253,268,,1.18030297756195,,,,Gaia DR3 5337747731560719616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1WGA J1107.2-5952,166.805,-59.8756,0.00361111111111111,,,,,,,,,,,,,,,,,2SXPS J110713.8-595222,166.80781,-59.87305,0.000833333333333333,,,,,,,,,,,,2MASS J11071394-5952231,166.808113,-59.873085,1.66666662941376E-05,,5.33774773156072E+018,166.80799982117,-59.8730981739242,6.41214350859324E-09,
1A 1118-615,170.23817252152,-61.9167067105561,2.4372660037544E-09,,O9.5III-Ve,1981A&A....99..274J,Be,NS,,,,18,,2005A&A...436.1049M,24,0.4,2011A&A...527A...7S,,,,,,,405.3,0.6,1975Natur.254..578I,,,,2899,-76,86,Y,22.4564781188965,,1,Y,Gaia DR3 5336957010898124160,,,,,,,,,,,,,,,,,,,,,1A 1118-615,170.238,-61.916,0.00600000023841858,,,,,,,1WGA J1120.9-6154,170.2346,-61.9147,0.00361111111111111,,,,,,,,,,,,,,,,,2SXPS J112057.0-615459,170.2376,-61.91641,0.000388888882266151,,,,,,,2CXO J112057.1-615500,170.238178188281,-61.9167007330131,0.000198711482415822,,2MASS J11205717-6155002,170.238236,-61.916733,1.66666662941376E-05,,5.33695701089812E+018,170.23817252152,-61.9167067105561,2.4372660037544E-09,
Cen X-3,170.312855278901,-60.6237758263932,3.23163888727625E-09,,O6-7 II-III,1999MNRAS.307..357A,sg,NS,1.34,0.16,2007A&A...473..523V,20.2,1.8,2007A&A...473..523V,2.033,0.029,2021JApA...42...58S,,,,0.0001,0,2010MNRAS.401.1532R,4.80188,0.000085,2021JApA...42...58S,32,13,2007A&A...473..523V,6784,-572,634,,1.77465748786926,1,1,Y,Gaia DR3 5337498593446516480,,,,,,1H1118-602,170.2753,-60.5742,0.0225079065700838,,,,,,,3A 1119-603,170.3155,-60.6243,0,,Cen X-3,170.316,-60.623,0.00333333338300387,,,,,,,1WGA J1121.2-6037,170.3142,-60.6212,0.00361111111111111,,,,,,,,,,,,Cen X-3,170.318,-60.615,0.026666667064031,,2SXPS J112115.1-603728,170.31301,-60.62448,0.000972222222222222,,4XMM J112115.0-603725,170.312826,-60.623801,0.0000563575,,2CXO J112115.1-603725,170.312985897008,-60.6238288541496,0.000197240560286431,,2MASS J11211509-6037256,170.312877,-60.623787,1.66666662941376E-05,,5.33749859344652E+018,170.312855278901,-60.6237758263932,3.23163888727625E-09,
IGR J11215-5952,170.445053830917,-59.8633129905709,2.7042580768466E-09,,B1Ia,1993ApJS...89..293V,SFXT,NS,,,,,,,164.6,0.1,2018MNRAS.481.2779S,,,,0.8,,2018MNRAS.481.2779S,186.78,0.03,2020A&A...638A..71S,,,,7175,-563,516,Y,19.0689659118652,1,,Y,Gaia DR3 5339047221168787712,,,,,,,,,,,,,,,,,,,,,IGR J11215-5952,170.445,-59.863,0.0243333339691162,,,,,,,,,,,,,,,,,,,,,,,,,,,2SXPS J112146.8-595148,170.44538,-59.86338,0.000444444451067183,,4XMM J112146.8-595147,170.44507,-59.863327,4.77727777777778E-05,,,,,,,2MASS J11214682-5951479,170.445085,-59.863316,2.77777781916989E-05,,5.33904722116879E+018,170.445053830917,-59.8633129905709,2.7042580768466E-09,
IGR J11305-6256,172.778740855405,-62.9469190226404,1.00019625905487E-08,,B0IIIe,1977ApJS...35..111G,Be,,,,,17.5,,1996MNRAS.280L..31P,120.83,0.34,2013arXiv1305.3916L,,,,,,,,,,-22,7.4,2007AN....328..889K,1731,-111,139,Y,1.89863014221191,,1,Y,Gaia DR3 5333660129603575808,,,,,,,,,,,,,,,,,,,,,IGR J11305-6256,172.779,-62.947,0.0153333336114883,,,,,,,,,,,,,,,,,,,,,,,,,,,2SXPS J113106.9-625649,172.77898,-62.94705,0.000833333333333333,,,,,,,2CXO J113106.9-625648,172.778934998082,-62.9469318754819,0.000198188063096062,,2MASS J11310691-6256489,172.778814,-62.946941,1.94444445272287E-05,,5.33366012960358E+018,172.778740855405,-62.9469190226404,1.00019625905487E-08,
IGR J11435-6109,176.001171818024,-61.1267957891054,6.56438422285848E-09,,B0.5Ve,2013A&A...560A.108C,Be,NS,,,,14.6,0,1996MNRAS.280L..31P,52.46,0.06,2005ATel..377....1C,,,,,,,161.76,0.01,2004ATel..362....1I,,,,7863,-1217,1373,Y,,,0,Y,Gaia DR3 5335021664274920576,,,,,,,,,,,,,,,,,,,,,IGR J11435-6109,176.001,-61.127,0.0113333334525426,,,,,,,,,,,,1RXS  J114358.1-610736,175.99208,-61.12667,0.00416666666666667,,,,,,,IGR J11435-6109,176.009,-61.123,0.0400000015894572,,,,,,,,,,,,2CXO J114400.3-610736,176.001327551285,-61.1267774050199,0.000200144282766448,,2MASS J11440030-6107364,176.001261,-61.126801,1.66666662941376E-05,,5.33502166427492E+018,176.001171818024,-61.1267957891054,6.56438422285848E-09,
1E 1145.1-6141,176.868940426336,-61.9537192258319,2.09499124644531E-09,,B2Iae,1982MNRAS.201..171D,sg,NS,1.7,0.3,1987PASP...99..420H,14,4,1987PASP...99..420H,14.365,0.002,2002ApJ...581.1293R,,,,0.2,0.03,2002ApJ...581.1293R,298,4,1980ApJ...239..651L,-13,3,1987PASP...99..420H,8097,-566,603,,2.60394740104675,1,,Y,Gaia DR3 5334851450481641088,,,,,,,,,,,,,,,,3A 1145-616,176.8796,-61.928,0.0450158131401677,,1E 1145.1-6141,176.869,-61.954,0.00483333319425583,,,,,,,1WGA J1147.4-6156,176.8658,-61.9492,0.0138888888888889,,,,,,,,,,,,1E 1145.1-6141,176.847,-61.961,0.026666667064031,,2SXPS J114727.9-615715,176.86661,-61.95432,0.000777777764532301,,4XMM J114728.5-615713,176.869022,-61.953732,5.81058333333333E-05,,,,,,,2MASS J11472856-6157134,176.86902,-61.953732,1.66666662941376E-05,,5.33485145048164E+018,176.868940426336,-61.9537192258319,2.09499124644531E-09,
2E 1145.5-6155,177.000030015492,-62.2069102259231,3.90256729183926E-09,,B1III-Ve,1982IAUS...98..151P,Be,NS,,,,12.5,,1996MNRAS.280L..31P,187.5,,2018MNRAS.481.2779S,,,,0.5,,2018MNRAS.481.2779S,292.274,0.001,1987MNRAS.225..369C,-17,7.4,2007AN....328..889K,2063,-87,80,Y,4.85628747940064,,1,Y,Gaia DR3 5334823859608495104,,,,,,,,,,,,,,,,3A 1145-619,177.0407,-62.228,0.0636619781853955,,2E 1145.5-6155,177,-62.207,0.0146666665871938,,,,,,,1WGA J1148.0-6212,177.0008,-62.2064,0.0138888888888889,,1RXS  J114800.3-621227,177.00125,-62.2075,0.00277777777777778,,,,,,,2E 1145.5-6155,176.993,-62.196,0.0333333333333333,,2SXPS J114759.1-621224,176.99626,-62.20684,0.000777777764532301,,,,,,,2CXO J114800.0-621224,177.000126115071,-62.2068664081222,0.000197445561585562,,2MASS J11480002-6212249,177.000114,-62.206936,1.66666662941376E-05,,5.3348238596085E+018,177.000030015492,-62.2069102259231,3.90256729183926E-09,
EXMS B1210-645,183.311568792902,-64.8751325230375,3.43260769214895E-09,,A8 III-IV,2023MNRAS.tmp.3313M,Be,,,,,9.6,,1996MNRAS.280L..31P,6.7,0.0005,2014ApJ...793...77C,,,,0,,2023MNRAS.tmp.3313M,,,,-42,11,2023MNRAS.tmp.3313M,3352,-161,180,,1.77944457530975,,,,Gaia DR3 6053076566300433920,,,,,,,,,,,4U 1210-64,183.939166666667,-65.1961111111111,0.0444495572556651,,,,,,,EXMS B1210-645,183.272,-64.897,0.0418333331743876,,,,,,,,,,,,,,,,,,,,,,EXMS B1210-645,183.308,-64.887,0.0299999992052714,,2SXPS J121314.9-645230,183.31228,-64.87512,0.00058333330684238,,,,,,,,,,,,2MASS J12131479-6452304,183.311635,-64.87513,1.66666662941376E-05,,6.05307656630043E+018,183.311568792902,-64.8751325230375,3.43260769214895E-09,
GX 301-2,186.656451391543,-62.7703594936826,3.34673664636082E-09,,B1.5Iaeq,1982PASP...94..541H,sg,NS,,,,43,10,2006A&A...457..595K,41.498,0.002,2006A&A...457..595K,,,,0.462,0.014,2006A&A...457..595K,680,,1976ApJ...209L.119W,4.1,2.4,2006A&A...457..595K,3604,-195,204,,2.04362940788269,,0,,Gaia DR3 6054569565614460800,,,,,,,,,,,,,,,,3A 1223-624,186.6598,-62.7668,0,,GX 301-2,186.657,-62.771,0.00300000011920929,,,,,,,,,,,,,,,,,,,,,,GX 301-2,186.707,-62.776,0.026666667064031,,2SXPS J122637.2-624613,186.65506,-62.7705,0.000750000013245477,,,,,,,2CXO J122637.5-624613,186.656634207034,-62.7702958917981,0.00020020982838987,,2MASS J12263756-6246132,186.656502,-62.770348,1.66666662941376E-05,,6.05456956561446E+018,186.656451391543,-62.7703594936826,3.34673664636082E-09,
IGR J12341-6143,188.467,-61.796,0.0663333336512248,,,2020MNRAS.491.4543S,SFXT?,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,Y,IGR J12341-6143,,,,,,,,,,,,,,,,,,,,,IGR J12341-6143,188.467,-61.796,0.0663333336512248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
1H 1238-599,190.42741,-60.27217,0.00119444449742635,,,,,NS,,,,,,,,,,,,,,,,191,,1985MNRAS.212..219B,,,,,,,,1.39272725582123,,,,2SXPS J124142.5-601619,,,,,,1H1238-599,190.2538,-60.2343,0.40813237586629,,,,,,,3A 1239-599,190.5058,-60.2041,0,,,,,,,,,,,,1WGA J1242.3-5955,190.5971,-59.9231,0.0138888888888889,,,,,,,,,,,,,,,,,2SXPS J124142.5-601619,190.42741,-60.27217,0.00119444449742635,,,,,,,,,,,,,,,,,0,,,,
1H 1249-637,190.709317033288,-63.0586421707873,1.46891538881593E-08,,B0.5IVpe,2006MNRAS.371..252L,Be,WD?,,,,9.6,,2005A&A...441..235Z,226,6,2012ApJ...755...64S,,,,,,,14200,1400,2001A&A...377..148T,22,7,2007AN....328..889K,439,-15,15,,1.79206001758575,1,,Y,Gaia DR3 6055103928246312960,,,,,,,,,,,,,,,,,,,,,1H 1249-637,190.709,-63.059,0.0576666673024495,,,,,,,,,,,,,,,,,,,,,,1H 1249-637,190.673,-63.049,0.0366666674613953,,2SXPS J124249.0-630342,190.70452,-63.06178,0.00116666661368476,,4XMM J124250.3-630330,190.709612,-63.058576,5.54522222222222E-05,,,,,,,2MASS J12425028-6303310,190.709517,-63.058636,8.05555532375971E-05,,6.05510392824631E+018,190.709317033288,-63.0586421707873,1.46891538881593E-08,
1A 1244-604,190.824821,-60.201519,1.94444445272287E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.93708944320679,,,,2MASS J12431795-6012054,,,,,,1H1238-599,190.2538,-60.2343,0.40813237586629,,,,,,,3A 1239-599,190.5058,-60.2041,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2SXPS J124318.1-601204,190.82572,-60.20124,0.00172222216924032,,,,,,,,,,,,2MASS J12431795-6012054,190.824821,-60.201519,1.94444445272287E-05,,0,,,,
SRGA J124404.1-632232,191.015786115705,-63.3755990724057,4.16812176505725E-09,,,,,,,,,,,,138,1,2021ATel14361....1M,,,,,,,,,,,,,5814,-544,759,,0.979637980461121,,,,Gaia DR3 5862928537183584768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2SXPS J124403.6-632234,191.01508,-63.37618,0.00125,,,,,,,,,,,,2MASS J12440380-6322320,191.015869,-63.375572,1.94444445272287E-05,,5.86292853718358E+018,191.015786115705,-63.3755990724057,4.16812176505725E-09,
GX 304-1,195.321196495064,-61.6018448132282,2.49628572621279E-09,,B2Vne,1980MNRAS.190..537P,Be,NS,,,,9.6,,1996MNRAS.280L..31P,132.5,,2015A&ARv..23....2W,,,,0.524,0.007,2015PASJ...67...73S,272,,1977ApJ...216L..15M,,,,1856,-45,36,Y,9.80281734466553,,,Y,Gaia DR3 5863533199843070208,,,,,,,,,,,,,,,,3A 1258-613,195.3226,-61.5991,0,,GX 304-1,195.322,-61.602,0.0221666673819224,,,,,,,,,,,,,,,,,,,,,,,,,,,2SXPS J130117.0-613604,195.32092,-61.60133,0.000638888875643412,,,,,,,,,,,,2MASS J13011709-6136065,195.321234,-61.601833,1.66666662941376E-05,,5.86353319984307E+018,195.321196495064,-61.6018448132282,2.49628572621279E-09,
IGR J13020-6359,195.4946052393,-63.969121676234,1.66517402976751E-08,,B0-6Ve,2018A&A...618A.150F,Be,NS,,,,17.5,,1996MNRAS.280L..31P,,,,,,,,,,700,,2005MNRAS.364..455C,,,,5952,-1339,2377,,5.38194465637207,1,,Y,Gaia DR3 5862285700835092352,,,,,,,,,,,,,,,,,,,,,IGR J13020-6359,195.497,-63.968,0.0243333339691162,,,,,,,1WGA J1301.9-6358,195.4908,-63.9693,0.00361111111111111,,,,,,,,,,,,IGR J13020-6359,195.473,-63.974,0.0433333317438761,,2SXPS J130158.6-635808,195.49441,-63.96903,0.00091666665342119,,4XMM J130158.7-635808,195.494631,-63.969006,7.36597222222222E-05,,,,,,,2MASS J13015871-6358089,195.494639,-63.969162,2.22222217255168E-05,,5.86228570083509E+018,195.4946052393,-63.969121676234,1.66517402976751E-08,
PSR B1259-63,195.698488515363,-63.835731233767,2.48175580054522E-09,,O9.5Ve,2011ApJ...732L..11N,"$\gamma$\,Be",NS,,,,22.5,7.5,2018MNRAS.479.4849M,1236.724526,0.000006,2018MNRAS.479.4849M,,,,0.8698797,0.00000006,2018MNRAS.479.4849M,0.04776,,1992ApJ...387L..37J,0,1,1994MNRAS.268..430J,2170,-58,62,,2.9515335559845,0,0,,Gaia DR3 5862299960127967488,,,,,,,,,,,,,,,,,,,,,PSR B1259-63,195.75,-63.833,0.0448333342870077,,,,,,,1WGA J1302.8-6350,195.7004,-63.8342,0.00361111111111111,,,,,,,4FGL J1302.9-6349,195.7274,-63.8304,0.026458,,,,,,,2SXPS J130247.6-635008,195.69848,-63.8358,0.00091666665342119,,4XMM J130247.6-635008,195.698624,-63.835718,4.95683333333333E-05,,2CXO J130247.6-635008,195.698512799834,-63.8357089153753,0.000197198055885467,,2MASS J13024765-6350085,195.698571,-63.835712,1.66666662941376E-05,,5.86229996012797E+018,195.698488515363,-63.835731233767,2.48175580054522E-09,
IGR J13186-6257,199.606615936785,-62.9708124466201,1.55742249141137E-08,,B0-6Ve,2018A&A...618A.150F,Be,,,,,17.5,,1996MNRAS.280L..31P,,,,,,,,,,,,,,,,3469,-901,1102,,5.99132966995239,,0,Y,Gaia DR3 5862260304669853056,,,,,,,,,,,,,,,,,,,,,IGR J13186-6257,199.605,-62.971,0.0543333331743876,,,,,,,,,,,,,,,,,,,,,,,,,,,2SXPS J131825.4-625814,199.6062,-62.97072,0.000750000013245477,,,,,,,2CXO J131825.0-625815,199.604435912168,-62.9709761956135,0.000206788136055897,,2MASS J13182505-6258156,199.604394,-62.97102,3.05555553899871E-05,,5.86226030466985E+018,199.606615936785,-62.9708124466201,1.55742249141137E-08,
SAX J1324.4-6200,201.111047,-62.02198,3.05555553899871E-05,,Be?,2008A&A...483..249M,Be?,NS,,,,,,,1.129,0.042,2002MNRAS.337.1245L,,,,,,,172.84,,2008A&A...483..249M,,,,,,,,0.999562442302704,1,0,Y,2MASS J13242665-6201191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2SXPS J132426.7-620118,201.11136,-62.02179,0.000555555555555556,,4XMM J132426.5-620118,201.110494,-62.021692,0.0005300675,,2CXO J132426.6-620119,201.111198037493,-62.0220906282533,0.00020199497736664,,2MASS J13242665-6201191,201.111047,-62.02198,3.05555553899871E-05,,0,,,,
HD 119682,206.63566597037,-62.9233869617435,4.69266799175077E-09,,B0Ve,2006MNRAS.371..252L,Be,NS,,,,17.5,,1996MNRAS.280L..31P,90,,2022MNRAS.510.2286N,,,,,,,1500,100,2007ApJ...659..407S,,,,1597,-65,80,,0.999520719051361,1,0,Y,Gaia DR3 5864664975280537728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1WGA J1346.5-6255,206.6346,-62.925,0.00361111111111111,,1RXS  J134633.6-625528,206.64,-62.92445,0.00722222222222222,,4FGL J1345.3-6253,206.3306,-62.885,0.054272,,,,,,,2SXPS J134632.5-625521,206.63566,-62.92261,0.00108333335982429,,4XMM J134632.5-625524,206.635626,-62.92339,6.48711111111111E-05,,2CXO J134632.5-625523,206.63574158724,-62.9233285933803,0.000197316306292982,,2MASS J13463256-6255241,206.635687,-62.923386,1.66666662941376E-05,,5.86466497528054E+018,206.63566597037,-62.9233869617435,4.69266799175077E-09,
IGR J14059-6116,211.310065,-61.307838,2.22222217255168E-05,,O6 III,2019ApJ...884...93C,$\gamma$,,,,,34.53,,2005A&A...436.1049M,13.7135,0.0019,2019ApJ...884...93C,,,,,,,,,,,,,,,,Y,,0,0,Y,2MASS J14051441-6118282,,,,,,,,,,,,,,,,,,,,,IGR J14059-6116,211.485,-61.275,0.068833335240682,,,,,,,,,,,,,,,,,4FGL J1405.1-6119,211.2982,-61.3321,0.016343,,,,,,,,,,,,4XMM J140514.3-611828,211.309872,-61.30788,0.0001099425,,2CXO J140514.4-611827,211.31012286976,-61.3077189815703,0.000270461961461089,,2MASS J14051441-6118282,211.310065,-61.307838,2.22222217255168E-05,,0,,,,
MAXI J1409-619,212.01132,-61.983891,1.94444445272287E-05,,,,,NS,,,,,,,14.7,0.4,2020MNRAS.496.1768D,,,,,,,503,10,2010ATel.3060....1K,,,,,,,,,,,,2MASS J14080271-6159020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2SXPS J140802.4-615854,212.01068,-61.9834,0.000527777777777778,2010ATel.2962....1K,,,,,,,,,,,2MASS J14080271-6159020,212.01132,-61.983891,1.94444445272287E-05,,0,,,,
H 1417-624,215.300608025819,-62.6989217600301,6.03523260603348E-09,,B1e,1984ApJ...276..621G,Be,NS,,,,12.5,0,1996MNRAS.280L..31P,42.12,,1996A&AS..120C.209F,,,,0.446,,1996A&AS..120C.209F,17.64,,1981ApJ...243..251K,,,,7428,-1811,3095,Y,3.64054036140442,,1,Y,Gaia DR3 5854175187710795136,,,,,,,,,,,,,,,,3A 1417-624,215.3073,-62.6986,0,,H 1417-624,215.303,-62.698,0.023333332935969,,,,,,,,,,,,,,,,,,,,,,H 1417-624,215.302,-62.706,0.0316666662693024,,2SXPS J142112.2-624155,215.3011,-62.6987,0.000722222195731269,,,,,,,2CXO J142112.1-624156,215.300589441485,-62.6989986717492,0.000199132887828382,,2MASS J14211216-6241560,215.300697,-62.69891,1.66666662941376E-05,,5.8541751877108E+018,215.300608025819,-62.6989217600301,6.03523260603348E-09,
IGR J14331-6112,218.284653301288,-61.2610737601922,1.7700812055005E-08,,BV-IIIe,2008A&A...482..113M,Be,,,,,,,,,,,,,,,,,,,,,,,2551,-565,609,,1.00022268295288,,0,,Gaia DR3 5878377736381364608,,,,,,,,,,,,,,,,,,,,,IGR J14331-6112,218.285,-61.261,0.0576666673024495,,,,,,,,,,,,,,,,,,,,,,,,,,,2SXPS J143307.9-611540,218.2831,-61.26127,0.000999999973509047,,,,,,,2CXO J143308.3-611540,218.284719383147,-61.2611195102423,0.000201671744455594,,2MASS J14330833-6115397,218.284748,-61.261055,1.66666662941376E-05,,5.87837773638136E+018,218.284653301288,-61.2610737601922,1.7700812055005E-08,
IGR J14488-5942,222.180092,-59.703815,1.94444445272287E-05,,O-BVe,2013A&A...560A.108C,Be,NS,,,,,,,49.63,0.05,2017ApJ...846..161C,,,,,,,33.419,0.001,2017ApJ...846..161C,,,,,,,Y,,,,Y,2MASS J14484322-5942137,,,,,,,,,,,,,,,,,,,,,IGR J14488-5942,222.205,-59.701,0.053166667620341,,,,,,,,,,,,,,,,,,,,,,,,,,,2SXPS J144843.2-594213,222.180541666667,-59.7045277777778,0.00102777777777778,2009ATel.2355....1L,,,,,,,,,,,2MASS J14484322-5942137,222.180092,-59.703815,1.94444445272287E-05,,0,,,,
